event_id,meter_id,event_timestamp,event_type,severity,description
E000001501,323,2026-01-07 03:20:00,connection_lost,high,connection lost detected
E000001502,153,2026-01-07 11:07:00,tamper_alert,high,tamper alert detected
E000001503,86,2026-01-07 04:11:00,firmware_update,low,firmware update detected
E000001504,149,2026-01-07 10:13:00,firmware_update,low,firmware update detected
E000001505,371,2026-01-07 00:43:00,connection_lost,high,connection lost detected
E000001506,213,2026-01-07 08:31:00,meter_reset,medium,meter reset detected
E000001507,251,2026-01-07 09:16:00,low_voltage,medium,low voltage detected
E000001508,142,2026-01-07 06:39:00,tamper_alert,high,tamper alert detected
E000001509,53,2026-01-07 17:53:00,meter_reset,medium,meter reset detected
E000001510,264,2026-01-07 19:36:00,connection_lost,high,connection lost detected
E000001511,463,2026-01-07 06:56:00,high_voltage,high,high voltage detected
E000001512,472,2026-01-07 02:33:00,firmware_update,low,firmware update detected
E000001513,496,2026-01-07 03:59:00,connection_lost,high,connection lost detected
E000001514,456,2026-01-07 18:18:00,connection_lost,high,connection lost detected
E000001515,9,2026-01-07 23:11:00,high_voltage,high,high voltage detected
E000001516,485,2026-01-07 15:14:00,connection_lost,high,connection lost detected
E000001517,178,2026-01-07 08:17:00,connection_lost,high,connection lost detected
E000001518,244,2026-01-07 07:50:00,low_voltage,medium,low voltage detected
E000001519,234,2026-01-07 15:40:00,low_voltage,medium,low voltage detected
E000001520,142,2026-01-07 12:44:00,connection_lost,high,connection lost detected
E000001521,383,2026-01-07 01:21:00,connection_lost,high,connection lost detected
E000001522,398,2026-01-07 22:13:00,high_voltage,high,high voltage detected
E000001523,140,2026-01-07 22:40:00,firmware_update,low,firmware update detected
E000001524,32,2026-01-07 09:23:00,firmware_update,low,firmware update detected
E000001525,443,2026-01-07 05:21:00,low_voltage,medium,low voltage detected
E000001526,470,2026-01-07 03:27:00,firmware_update,low,firmware update detected
E000001527,26,2026-01-07 08:47:00,firmware_update,low,firmware update detected
E000001528,458,2026-01-07 03:13:00,connection_lost,high,connection lost detected
E000001529,44,2026-01-07 10:58:00,tamper_alert,high,tamper alert detected
E000001530,193,2026-01-07 20:21:00,low_voltage,medium,low voltage detected
E000001531,374,2026-01-07 02:08:00,connection_lost,high,connection lost detected
E000001532,382,2026-01-07 02:38:00,connection_lost,high,connection lost detected
E000001533,464,2026-01-07 09:57:00,connection_lost,high,connection lost detected
E000001534,265,2026-01-07 04:18:00,connection_lost,high,connection lost detected
E000001535,328,2026-01-07 22:31:00,high_voltage,high,high voltage detected
E000001536,173,2026-01-07 08:27:00,high_voltage,high,high voltage detected
E000001537,204,2026-01-07 06:31:00,low_voltage,medium,low voltage detected
E000001538,91,2026-01-07 23:44:00,firmware_update,low,firmware update detected
E000001539,198,2026-01-07 07:24:00,high_voltage,high,high voltage detected
E000001540,303,2026-01-07 23:01:00,low_voltage,medium,low voltage detected
E000001541,345,2026-01-07 22:15:00,connection_lost,high,connection lost detected
E000001542,107,2026-01-07 00:47:00,firmware_update,low,firmware update detected
E000001543,51,2026-01-07 05:17:00,low_voltage,medium,low voltage detected
E000001544,440,2026-01-07 04:58:00,connection_lost,high,connection lost detected
E000001545,335,2026-01-07 13:53:00,tamper_alert,high,tamper alert detected
E000001546,118,2026-01-07 13:25:00,meter_reset,medium,meter reset detected
E000001547,402,2026-01-07 14:03:00,high_voltage,high,high voltage detected
E000001548,204,2026-01-07 01:10:00,firmware_update,low,firmware update detected
E000001549,199,2026-01-07 02:43:00,low_voltage,medium,low voltage detected
E000001550,417,2026-01-07 21:48:00,meter_reset,medium,meter reset detected
E000001551,34,2026-01-07 20:13:00,meter_reset,medium,meter reset detected
E000001552,434,2026-01-07 07:05:00,firmware_update,low,firmware update detected
E000001553,168,2026-01-07 00:02:00,high_voltage,high,high voltage detected
E000001554,276,2026-01-07 10:36:00,low_voltage,medium,low voltage detected
E000001555,212,2026-01-07 18:29:00,meter_reset,medium,meter reset detected
E000001556,150,2026-01-07 17:50:00,firmware_update,low,firmware update detected
E000001557,79,2026-01-07 10:17:00,meter_reset,medium,meter reset detected
E000001558,251,2026-01-07 00:58:00,meter_reset,medium,meter reset detected
E000001559,47,2026-01-07 22:02:00,firmware_update,low,firmware update detected
E000001560,154,2026-01-07 03:18:00,meter_reset,medium,meter reset detected
E000001561,312,2026-01-07 09:01:00,meter_reset,medium,meter reset detected
E000001562,175,2026-01-07 15:47:00,tamper_alert,high,tamper alert detected
E000001563,222,2026-01-07 11:40:00,firmware_update,low,firmware update detected
