event_id,meter_id,event_timestamp,event_type,severity,description
E000001001,435,2026-01-05 00:32:00,connection_lost,high,connection lost detected
E000001002,278,2026-01-05 13:24:00,high_voltage,high,high voltage detected
E000001003,459,2026-01-05 16:13:00,connection_lost,high,connection lost detected
E000001004,236,2026-01-05 12:50:00,low_voltage,medium,low voltage detected
E000001005,105,2026-01-05 00:13:00,meter_reset,medium,meter reset detected
E000001006,91,2026-01-05 17:05:00,connection_lost,high,connection lost detected
E000001007,486,2026-01-05 07:10:00,firmware_update,low,firmware update detected
E000001008,405,2026-01-05 03:07:00,meter_reset,medium,meter reset detected
E000001009,87,2026-01-05 21:55:00,connection_lost,high,connection lost detected
E000001010,272,2026-01-05 00:28:00,firmware_update,low,firmware update detected
E000001011,490,2026-01-05 10:28:00,high_voltage,high,high voltage detected
E000001012,271,2026-01-05 00:17:00,low_voltage,medium,low voltage detected
E000001013,341,2026-01-05 08:57:00,meter_reset,medium,meter reset detected
E000001014,388,2026-01-05 14:33:00,firmware_update,low,firmware update detected
E000001015,226,2026-01-05 18:08:00,connection_lost,high,connection lost detected
E000001016,369,2026-01-05 04:50:00,connection_lost,high,connection lost detected
E000001017,376,2026-01-05 23:25:00,high_voltage,high,high voltage detected
E000001018,394,2026-01-05 07:56:00,connection_lost,high,connection lost detected
E000001019,118,2026-01-05 19:41:00,tamper_alert,high,tamper alert detected
E000001020,153,2026-01-05 10:17:00,tamper_alert,high,tamper alert detected
E000001021,219,2026-01-05 10:53:00,connection_lost,high,connection lost detected
E000001022,479,2026-01-05 06:00:00,low_voltage,medium,low voltage detected
E000001023,328,2026-01-05 02:35:00,connection_lost,high,connection lost detected
E000001024,441,2026-01-05 15:31:00,firmware_update,low,firmware update detected
E000001025,461,2026-01-05 03:04:00,firmware_update,low,firmware update detected
E000001026,208,2026-01-05 13:57:00,firmware_update,low,firmware update detected
E000001027,291,2026-01-05 08:02:00,connection_lost,high,connection lost detected
E000001028,194,2026-01-05 14:32:00,low_voltage,medium,low voltage detected
E000001029,78,2026-01-05 21:35:00,tamper_alert,high,tamper alert detected
E000001030,430,2026-01-05 02:14:00,low_voltage,medium,low voltage detected
E000001031,328,2026-01-05 17:43:00,low_voltage,medium,low voltage detected
E000001032,399,2026-01-05 00:40:00,connection_lost,high,connection lost detected
E000001033,485,2026-01-05 10:44:00,connection_lost,high,connection lost detected
E000001034,336,2026-01-05 13:27:00,tamper_alert,high,tamper alert detected
E000001035,392,2026-01-05 11:08:00,tamper_alert,high,tamper alert detected
E000001036,89,2026-01-05 20:44:00,connection_lost,high,connection lost detected
E000001037,385,2026-01-05 03:37:00,connection_lost,high,connection lost detected
E000001038,400,2026-01-05 13:49:00,firmware_update,low,firmware update detected
E000001039,458,2026-01-05 19:22:00,meter_reset,medium,meter reset detected
E000001040,107,2026-01-05 18:17:00,connection_lost,high,connection lost detected
E000001041,421,2026-01-05 10:23:00,connection_lost,high,connection lost detected
E000001042,377,2026-01-05 14:37:00,connection_lost,high,connection lost detected
E000001043,441,2026-01-05 19:10:00,firmware_update,low,firmware update detected
E000001044,235,2026-01-05 20:16:00,meter_reset,medium,meter reset detected
E000001045,165,2026-01-05 18:29:00,meter_reset,medium,meter reset detected
E000001046,69,2026-01-05 17:36:00,low_voltage,medium,low voltage detected
E000001047,8,2026-01-05 22:52:00,connection_lost,high,connection lost detected
E000001048,280,2026-01-05 20:46:00,low_voltage,medium,low voltage detected
E000001049,322,2026-01-05 08:35:00,connection_lost,high,connection lost detected
E000001050,185,2026-01-05 10:41:00,meter_reset,medium,meter reset detected
E000001051,354,2026-01-05 04:47:00,firmware_update,low,firmware update detected
E000001052,458,2026-01-05 10:08:00,firmware_update,low,firmware update detected
E000001053,317,2026-01-05 15:27:00,connection_lost,high,connection lost detected
E000001054,186,2026-01-05 23:03:00,connection_lost,high,connection lost detected
E000001055,135,2026-01-05 08:27:00,high_voltage,high,high voltage detected
E000001056,204,2026-01-05 04:40:00,firmware_update,low,firmware update detected
E000001057,410,2026-01-05 08:48:00,connection_lost,high,connection lost detected
E000001058,283,2026-01-05 19:38:00,connection_lost,high,connection lost detected
E000001059,40,2026-01-05 18:29:00,low_voltage,medium,low voltage detected
E000001060,280,2026-01-05 09:57:00,low_voltage,medium,low voltage detected
E000001061,473,2026-01-05 12:23:00,firmware_update,low,firmware update detected
E000001062,34,2026-01-05 18:17:00,connection_lost,high,connection lost detected
E000001063,385,2026-01-05 22:57:00,firmware_update,low,firmware update detected
E000001064,85,2026-01-05 01:14:00,low_voltage,medium,low voltage detected
E000001065,348,2026-01-05 18:32:00,connection_lost,high,connection lost detected
E000001066,74,2026-01-05 01:08:00,connection_lost,high,connection lost detected
E000001067,157,2026-01-05 14:32:00,connection_lost,high,connection lost detected
E000001068,297,2026-01-05 02:13:00,low_voltage,medium,low voltage detected
E000001069,385,2026-01-05 10:26:00,high_voltage,high,high voltage detected
E000001070,401,2026-01-05 18:59:00,meter_reset,medium,meter reset detected
E000001071,167,2026-01-05 20:36:00,low_voltage,medium,low voltage detected
E000001072,75,2026-01-05 03:58:00,firmware_update,low,firmware update detected
E000001073,160,2026-01-05 10:55:00,firmware_update,low,firmware update detected
E000001074,14,2026-01-05 08:51:00,high_voltage,high,high voltage detected
E000001075,3,2026-01-05 11:40:00,high_voltage,high,high voltage detected
E000001076,235,2026-01-05 14:44:00,tamper_alert,high,tamper alert detected
E000001077,421,2026-01-05 15:00:00,connection_lost,high,connection lost detected
E000001078,287,2026-01-05 02:35:00,meter_reset,medium,meter reset detected
E000001079,91,2026-01-05 01:00:00,connection_lost,high,connection lost detected
E000001080,419,2026-01-05 02:16:00,firmware_update,low,firmware update detected
E000001081,88,2026-01-05 13:03:00,tamper_alert,high,tamper alert detected
E000001082,414,2026-01-05 14:25:00,meter_reset,medium,meter reset detected
E000001083,37,2026-01-05 18:34:00,high_voltage,high,high voltage detected
E000001084,108,2026-01-05 17:13:00,high_voltage,high,high voltage detected
E000001085,431,2026-01-05 15:25:00,connection_lost,high,connection lost detected
E000001086,13,2026-01-05 10:52:00,high_voltage,high,high voltage detected
E000001087,75,2026-01-05 01:29:00,meter_reset,medium,meter reset detected
E000001088,382,2026-01-05 13:22:00,meter_reset,medium,meter reset detected
E000001089,346,2026-01-05 14:13:00,connection_lost,high,connection lost detected
E000001090,208,2026-01-05 12:07:00,firmware_update,low,firmware update detected
E000001091,215,2026-01-05 10:36:00,low_voltage,medium,low voltage detected
E000001092,82,2026-01-05 12:01:00,connection_lost,high,connection lost detected
E000001093,223,2026-01-05 21:25:00,connection_lost,high,connection lost detected
E000001094,219,2026-01-05 16:42:00,tamper_alert,high,tamper alert detected
E000001095,60,2026-01-05 23:23:00,tamper_alert,high,tamper alert detected
E000001096,199,2026-01-05 06:33:00,tamper_alert,high,tamper alert detected
E000001097,42,2026-01-05 13:48:00,firmware_update,low,firmware update detected
E000001098,210,2026-01-05 06:25:00,connection_lost,high,connection lost detected
E000001099,133,2026-01-05 01:06:00,connection_lost,high,connection lost detected
E000001100,56,2026-01-05 22:07:00,low_voltage,medium,low voltage detected
E000001101,423,2026-01-05 11:39:00,meter_reset,medium,meter reset detected
E000001102,315,2026-01-05 03:10:00,firmware_update,low,firmware update detected
E000001103,135,2026-01-05 14:30:00,firmware_update,low,firmware update detected
E000001104,22,2026-01-05 23:36:00,firmware_update,low,firmware update detected
E000001105,74,2026-01-05 20:21:00,tamper_alert,high,tamper alert detected
E000001106,339,2026-01-05 05:22:00,firmware_update,low,firmware update detected
E000001107,7,2026-01-05 00:46:00,connection_lost,high,connection lost detected
E000001108,421,2026-01-05 21:16:00,firmware_update,low,firmware update detected
E000001109,476,2026-01-05 15:01:00,firmware_update,low,firmware update detected
E000001110,139,2026-01-05 07:30:00,connection_lost,high,connection lost detected
E000001111,54,2026-01-05 23:31:00,meter_reset,medium,meter reset detected
E000001112,278,2026-01-05 13:10:00,firmware_update,low,firmware update detected
E000001113,298,2026-01-05 14:46:00,firmware_update,low,firmware update detected
E000001114,392,2026-01-05 06:20:00,low_voltage,medium,low voltage detected
E000001115,305,2026-01-05 23:18:00,connection_lost,high,connection lost detected
E000001116,15,2026-01-05 21:16:00,connection_lost,high,connection lost detected
E000001117,97,2026-01-05 11:28:00,low_voltage,medium,low voltage detected
E000001118,128,2026-01-05 08:43:00,connection_lost,high,connection lost detected
E000001119,62,2026-01-05 04:59:00,connection_lost,high,connection lost detected
E000001120,55,2026-01-05 04:05:00,firmware_update,low,firmware update detected
E000001121,473,2026-01-05 23:26:00,firmware_update,low,firmware update detected
E000001122,100,2026-01-05 12:05:00,high_voltage,high,high voltage detected
E000001123,181,2026-01-05 07:17:00,connection_lost,high,connection lost detected
E000001124,499,2026-01-05 06:23:00,connection_lost,high,connection lost detected
E000001125,285,2026-01-05 16:53:00,low_voltage,medium,low voltage detected
E000001126,204,2026-01-05 09:10:00,low_voltage,medium,low voltage detected
E000001127,152,2026-01-05 17:25:00,high_voltage,high,high voltage detected
E000001128,235,2026-01-05 14:05:00,high_voltage,high,high voltage detected
E000001129,130,2026-01-05 09:48:00,high_voltage,high,high voltage detected
E000001130,396,2026-01-05 21:15:00,connection_lost,high,connection lost detected
E000001131,185,2026-01-05 17:59:00,tamper_alert,high,tamper alert detected
E000001132,148,2026-01-05 11:44:00,tamper_alert,high,tamper alert detected
E000001133,16,2026-01-05 10:07:00,high_voltage,high,high voltage detected
E000001134,201,2026-01-05 17:58:00,connection_lost,high,connection lost detected
E000001135,374,2026-01-05 23:36:00,tamper_alert,high,tamper alert detected
E000001136,345,2026-01-05 03:23:00,connection_lost,high,connection lost detected
E000001137,151,2026-01-05 23:57:00,meter_reset,medium,meter reset detected
E000001138,389,2026-01-05 13:32:00,firmware_update,low,firmware update detected
E000001139,21,2026-01-05 23:12:00,low_voltage,medium,low voltage detected
E000001140,336,2026-01-05 02:30:00,connection_lost,high,connection lost detected
E000001141,210,2026-01-05 14:04:00,meter_reset,medium,meter reset detected
E000001142,224,2026-01-05 18:10:00,firmware_update,low,firmware update detected
E000001143,193,2026-01-05 09:27:00,connection_lost,high,connection lost detected
E000001144,77,2026-01-05 17:58:00,connection_lost,high,connection lost detected
E000001145,24,2026-01-05 16:32:00,low_voltage,medium,low voltage detected
E000001146,301,2026-01-05 00:58:00,meter_reset,medium,meter reset detected
E000001147,273,2026-01-05 09:44:00,firmware_update,low,firmware update detected
E000001148,239,2026-01-05 15:30:00,low_voltage,medium,low voltage detected
E000001149,353,2026-01-05 05:00:00,firmware_update,low,firmware update detected
E000001150,243,2026-01-05 02:57:00,low_voltage,medium,low voltage detected
E000001151,436,2026-01-05 16:32:00,connection_lost,high,connection lost detected
E000001152,56,2026-01-05 08:02:00,connection_lost,high,connection lost detected
E000001153,412,2026-01-05 23:40:00,connection_lost,high,connection lost detected
E000001154,452,2026-01-05 17:34:00,connection_lost,high,connection lost detected
E000001155,219,2026-01-05 14:57:00,low_voltage,medium,low voltage detected
E000001156,186,2026-01-05 09:58:00,meter_reset,medium,meter reset detected
E000001157,166,2026-01-05 00:18:00,meter_reset,medium,meter reset detected
E000001158,5,2026-01-05 11:16:00,meter_reset,medium,meter reset detected
