event_id,meter_id,event_timestamp,event_type,severity,description
E000001251,114,2026-01-06 18:08:00,low_voltage,medium,low voltage detected
E000001252,126,2026-01-06 13:50:00,low_voltage,medium,low voltage detected
E000001253,208,2026-01-06 09:56:00,high_voltage,high,high voltage detected
E000001254,218,2026-01-06 10:57:00,connection_lost,high,connection lost detected
E000001255,377,2026-01-06 06:39:00,low_voltage,medium,low voltage detected
E000001256,189,2026-01-06 07:27:00,connection_lost,high,connection lost detected
E000001257,154,2026-01-06 07:34:00,high_voltage,high,high voltage detected
E000001258,414,2026-01-06 04:01:00,low_voltage,medium,low voltage detected
E000001259,368,2026-01-06 06:26:00,low_voltage,medium,low voltage detected
E000001260,93,2026-01-06 01:23:00,meter_reset,medium,meter reset detected
E000001261,494,2026-01-06 08:07:00,connection_lost,high,connection lost detected
E000001262,426,2026-01-06 13:01:00,connection_lost,high,connection lost detected
E000001263,193,2026-01-06 14:05:00,connection_lost,high,connection lost detected
E000001264,361,2026-01-06 14:10:00,firmware_update,low,firmware update detected
E000001265,23,2026-01-06 15:46:00,low_voltage,medium,low voltage detected
E000001266,32,2026-01-06 01:51:00,meter_reset,medium,meter reset detected
E000001267,53,2026-01-06 12:49:00,connection_lost,high,connection lost detected
E000001268,33,2026-01-06 14:59:00,connection_lost,high,connection lost detected
E000001269,351,2026-01-06 07:16:00,connection_lost,high,connection lost detected
E000001270,259,2026-01-06 07:08:00,low_voltage,medium,low voltage detected
E000001271,234,2026-01-06 19:14:00,low_voltage,medium,low voltage detected
E000001272,432,2026-01-06 00:12:00,low_voltage,medium,low voltage detected
E000001273,362,2026-01-06 22:58:00,firmware_update,low,firmware update detected
E000001274,28,2026-01-06 16:29:00,high_voltage,high,high voltage detected
E000001275,220,2026-01-06 18:12:00,low_voltage,medium,low voltage detected
E000001276,201,2026-01-06 17:33:00,low_voltage,medium,low voltage detected
E000001277,177,2026-01-06 21:42:00,firmware_update,low,firmware update detected
E000001278,191,2026-01-06 13:09:00,tamper_alert,high,tamper alert detected
E000001279,65,2026-01-06 14:54:00,connection_lost,high,connection lost detected
E000001280,275,2026-01-06 14:15:00,connection_lost,high,connection lost detected
E000001281,349,2026-01-06 15:10:00,low_voltage,medium,low voltage detected
E000001282,139,2026-01-06 12:18:00,firmware_update,low,firmware update detected
E000001283,301,2026-01-06 16:58:00,firmware_update,low,firmware update detected
E000001284,201,2026-01-06 20:00:00,meter_reset,medium,meter reset detected
E000001285,270,2026-01-06 23:44:00,meter_reset,medium,meter reset detected
E000001286,140,2026-01-06 05:07:00,tamper_alert,high,tamper alert detected
E000001287,202,2026-01-06 19:57:00,meter_reset,medium,meter reset detected
E000001288,483,2026-01-06 20:12:00,meter_reset,medium,meter reset detected
E000001289,304,2026-01-06 21:59:00,connection_lost,high,connection lost detected
E000001290,27,2026-01-06 12:05:00,firmware_update,low,firmware update detected
E000001291,249,2026-01-06 04:06:00,high_voltage,high,high voltage detected
E000001292,70,2026-01-06 08:52:00,low_voltage,medium,low voltage detected
E000001293,421,2026-01-06 20:00:00,meter_reset,medium,meter reset detected
E000001294,36,2026-01-06 09:37:00,connection_lost,high,connection lost detected
E000001295,433,2026-01-06 05:48:00,firmware_update,low,firmware update detected
E000001296,440,2026-01-06 05:53:00,connection_lost,high,connection lost detected
E000001297,376,2026-01-06 04:23:00,tamper_alert,high,tamper alert detected
E000001298,9,2026-01-06 09:18:00,connection_lost,high,connection lost detected
E000001299,438,2026-01-06 07:55:00,low_voltage,medium,low voltage detected
